STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,indic_bt,Business trend indicator,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),s_adj,Seasonal adjustment,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2011-07,,104.2,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2011-08,,105.1,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2011-09,,104.3,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2011-10,,103.4,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2011-11,,103.5,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2011-12,,102.0,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2012-01,,102.9,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2012-02,,113.2,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2012-03,,101.2,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2012-04,,108.1,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2012-05,,105.2,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2012-06,,105.8,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2012-07,,104.2,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2012-08,,105.9,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2012-09,,103.9,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2012-10,,103.8,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2012-11,,103.2,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2012-12,,102.7,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2013-01,,103.1,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2013-02,,105.7,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2013-03,,110.1,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2013-04,,107.9,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2013-05,,104.4,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2013-06,,102.6,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2013-07,,102.3,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2013-08,,102.2,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2013-09,,102.9,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2013-10,,101.6,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2013-11,,102.6,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2013-12,,101.9,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2014-01,,98.7,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2014-02,,98.4,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2014-03,,98.0,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2014-04,,98.8,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2014-05,,100.7,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2014-06,,101.0,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2014-07,,98.5,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2014-08,,100.0,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2014-09,,101.5,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2014-10,,99.2,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2014-11,,97.9,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2014-12,,99.8,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2015-01,,101.0,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2015-02,,103.5,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2015-03,,103.1,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2015-04,,102.0,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2015-05,,101.3,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2015-06,,102.8,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2015-07,,106.2,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2015-08,,102.2,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2015-09,,103.9,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2015-10,,103.8,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2015-11,,100.3,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2015-12,,98.4,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2016-01,,100.7,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2016-02,,101.4,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2016-03,,103.3,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2016-04,,104.0,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2016-05,,102.3,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2016-06,,101.3,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2016-07,,102.6,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2016-08,,103.2,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2016-09,,103.3,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2016-10,,104.7,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2016-11,,104.8,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2016-12,,103.3,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2017-01,,107.9,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2017-02,,102.3,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2017-03,,99.9,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2017-04,,102.4,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2017-05,,104.7,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2017-06,,106.2,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2017-07,,103.5,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2017-08,,105.1,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2017-09,,103.0,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2017-10,,103.9,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2017-11,,105.7,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2017-12,,105.9,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2018-01,,99.3,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2018-02,,107.6,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2018-03,,108.8,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2018-04,,101.8,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2018-05,,101.8,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2018-06,,101.9,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2018-07,,102.6,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2018-08,,105.3,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2018-09,,102.2,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2018-10,,102.1,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2018-11,,102.8,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2018-12,,101.8,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2019-01,,104.6,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2019-02,,101.3,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2019-03,,101.7,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2019-04,,102.9,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2019-05,,103.8,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2019-06,,101.5,,,,,
dataflow,ESTAT:STS_INPR_M(1.0),Production in industry - monthly data,M,Monthly,PRD,Production (volume),D,"Electricity, gas, steam and air conditioning supply",SCA,Seasonally and calendar adjusted data,I21,"Index, 2021=100",EA20,Euro area – 20 countries (2023-2025),2019-07,,101.7,,,,,
